userID,productID,rating
0,367,34,1
1,396,30,2
2,571,15,1
3,662,30,3
4,778,22,3
5,249,31,1
6,113,17,3
7,176,42,2
8,144,6,1
9,542,47,1
10,389,12,1
11,164,4,1
12,645,39,3
13,695,26,2
14,228,47,2
15,732,40,3
16,833,38,2
17,644,6,1
18,378,1,3
19,418,40,2
20,986,42,3
21,632,28,2
22,117,22,2
23,353,43,3
24,90,10,1
25,778,26,1
26,456,25,1
27,892,9,1
28,566,46,2
29,196,32,2
30,122,0,3
31,441,5,2
32,439,1,3
33,398,2,2
34,38,33,2
35,198,19,2
36,798,4,3
37,563,44,1
38,911,21,2
39,923,16,1
40,467,43,3
41,93,23,1
42,308,11,3
43,242,19,1
44,737,31,2
45,76,3,2
46,785,8,3
47,48,14,1
48,822,41,2
49,362,35,1
50,928,32,1
51,707,1,1
52,888,37,1
53,327,10,3
54,227,2,1
55,183,17,1
56,308,35,2
57,843,14,2
58,856,12,3
59,469,49,2
60,264,9,1
61,391,43,2
62,655,7,1
63,412,11,3
64,377,10,1
65,490,13,3
66,789,43,3
67,237,30,2
68,740,46,1
69,420,13,3
70,476,6,2
71,120,34,3
72,913,34,3
73,400,35,2
74,707,15,2
75,457,41,3
76,373,16,2
77,980,13,1
78,473,16,2
79,968,25,3
80,980,16,2
81,873,2,3
82,597,40,2
83,825,3,2
84,315,48,2
85,302,35,2
86,785,49,1
87,28,45,1
88,788,14,1
89,637,6,3
90,810,26,3
91,901,45,2
92,7,25,2
93,922,8,1
94,353,31,3
95,461,33,2
96,333,0,3
97,573,5,3
98,52,1,1
99,756,20,3
100,134,29,3
101,24,45,1
102,123,40,3
103,765,22,2
104,672,14,2
105,866,19,3
106,862,23,2
107,747,43,3
108,812,28,2
109,175,10,3
110,152,46,1
111,220,44,2
112,936,26,2
113,522,42,3
114,544,6,3
115,390,14,1
116,154,7,3
117,447,43,3
118,703,41,2
119,591,6,2
120,211,14,2
121,708,34,2
122,895,16,1
123,428,47,2
