userID,productID,rating
0,482,6,3
1,33,26,1
2,479,23,1
3,980,5,3
4,581,12,3
5,193,17,2
6,17,24,3
7,972,43,2
8,2,11,1
9,710,35,1
10,900,37,3
11,316,2,1
12,865,11,3
13,375,48,3
14,15,12,2
15,9,6,1
16,332,6,2
17,99,0,3
18,126,21,1
19,311,39,3
20,682,31,1
21,66,44,3
22,935,32,2
23,651,18,2
24,480,20,1
25,195,20,1
26,900,25,2
27,750,8,1
28,261,39,2
29,84,47,3
30,772,41,3
31,772,27,1
32,189,41,1
33,160,19,1
34,652,35,3
35,477,46,2
36,900,29,2
37,50,45,1
38,151,18,3
39,186,20,1
40,385,27,2
41,51,13,3
42,341,46,1
43,76,11,1
44,688,9,3
45,144,39,1
46,11,26,2
47,668,7,1
48,621,14,2
49,134,13,2
50,943,33,2
51,10,24,1
52,443,25,1
53,523,47,3
54,511,32,1
55,97,19,2
56,43,35,2
57,952,9,3
58,527,45,3
59,190,11,3
60,16,48,1
61,7,33,1
62,869,3,1
63,684,28,1
64,161,45,3
65,628,2,1
66,37,12,2
67,617,5,1
68,573,40,3
69,738,48,2
70,274,7,2
71,420,33,1
72,27,25,1
73,220,23,1
74,154,22,1
75,368,29,1
76,521,31,2
77,283,15,3
78,731,19,2
79,756,26,1
80,357,22,3
81,908,47,2
82,676,26,1
83,422,33,1
84,21,14,2
85,690,28,1
86,539,2,3
87,664,11,3
88,139,48,1
89,754,33,2
90,351,21,1
91,869,16,3
92,102,12,1
93,74,32,3
94,196,17,2
95,849,29,3
96,31,4,3
97,285,24,3
98,851,24,1
99,330,48,2
100,373,46,2
101,425,30,2
102,973,44,2
103,183,0,3
104,442,12,1
105,254,48,2
106,581,18,3
107,39,32,3
108,686,40,2
109,73,14,3
110,507,30,3
111,745,45,2
112,622,26,1
113,76,37,2
114,34,14,1
115,164,22,2
116,158,12,3
117,935,41,3
118,770,29,3
119,96,48,2
120,423,34,2
121,153,9,2
122,723,25,1
123,38,36,2
124,805,30,1
125,308,40,3
126,168,44,3
127,20,11,2
128,729,16,3
129,158,0,3
130,53,2,3
131,135,35,2
132,314,11,3
133,643,42,3
134,851,49,3
135,879,23,1
136,630,35,3
137,542,13,1
138,113,28,1
139,734,5,3
140,994,40,1
141,650,23,1
142,100,15,1
143,112,3,1
144,426,47,2
145,196,43,2
146,123,22,1
147,694,0,3
148,84,26,3
149,415,14,1
150,288,30,1
151,555,49,3
152,948,13,1
153,860,30,2
154,695,34,1
155,380,5,2
156,48,21,3
157,606,9,1
158,894,1,2
159,848,13,2
160,441,2,1
161,121,49,3
162,20,40,1
164,354,7,1
165,598,0,1
166,125,5,1
167,540,20,3
168,427,25,1
169,270,30,2
170,674,0,2
171,417,15,2
172,295,38,2
173,63,22,3
174,622,15,1
175,40,36,2
176,792,6,2
177,797,43,1
178,666,25,1
179,51,36,2
180,695,6,2
181,19,31,3
182,443,22,2
183,745,11,2
184,524,31,2
185,794,28,1
186,410,27,1
187,968,24,2
188,842,49,1
189,145,28,2
190,894,6,2
191,504,42,1
192,695,2,3
193,192,46,2
194,88,30,3
195,909,31,3
196,582,11,3
197,452,20,3
198,779,34,2
199,308,49,1
200,255,21,3
201,540,21,2
202,500,42,3
203,847,21,2
204,123,27,2
205,679,34,3
206,562,48,1
207,159,40,2
208,834,49,1
209,112,18,3
210,805,28,1
211,787,21,2
212,570,0,3
213,705,0,2
214,263,49,3
215,51,5,3
216,431,43,1
217,570,36,3
218,843,4,3
219,438,3,1
220,885,43,1
221,918,16,3
222,109,27,1
223,237,31,2
224,807,8,1
225,697,25,2
226,228,22,3
227,73,19,3
228,768,25,1
229,586,45,3
230,688,10,3
231,271,31,3
232,353,33,2
233,831,32,2
234,431,10,1
235,271,39,1
236,558,9,3
237,889,25,1
238,532,47,1
239,46,14,1
240,144,47,1
241,509,2,1
242,656,29,2
243,147,36,1
244,985,44,1
245,172,24,3
246,832,42,1
247,756,21,2
248,468,41,3
249,931,20,1
250,474,18,3
251,369,24,1
252,629,23,2
253,421,19,1
254,247,7,2
255,17,26,1
256,251,12,1
257,64,36,3
258,145,27,3
259,280,41,2
260,243,2,3
261,500,10,1
262,372,40,2
263,997,47,1
264,334,30,2
265,453,8,2
266,362,31,3
267,641,31,3
268,478,30,1
269,99,39,2
270,193,48,2
271,861,3,3
272,581,13,3
273,755,45,1
274,894,21,1
275,199,40,2
276,202,2,3
277,460,46,1
278,264,3,2
279,417,7,2
280,167,0,1
281,57,47,3
282,543,0,2
283,39,9,3
284,453,19,1
285,351,24,3
286,596,29,3
287,670,14,2
288,962,16,2
289,788,28,1
290,636,15,3
291,143,45,2
292,848,26,2
293,176,41,1
294,612,9,3
295,314,40,3
296,656,35,2
297,165,5,3
298,183,40,2
299,486,45,2
300,719,1,3
301,601,18,2
302,843,38,2
303,107,18,3
304,161,17,1
305,255,12,3
306,400,30,3
307,317,35,1
308,201,4,3
309,777,25,3
310,686,9,1
311,636,8,3
312,916,12,3
313,254,5,1
314,500,8,3
315,826,13,1
316,965,18,3
317,141,39,2
318,86,3,2
319,182,15,2
320,145,23,1
321,420,5,1
322,708,37,3
323,79,11,3
324,154,3,3
325,553,39,3
326,608,26,3
327,230,42,2
328,613,33,1
329,57,37,2
330,609,46,3
331,378,20,3
332,750,26,1
333,421,26,3
334,659,24,3
335,534,1,1
336,990,47,2
337,195,23,2
338,652,16,2
339,145,42,1
340,996,7,3
341,769,10,2
342,116,34,2
343,864,19,1
344,185,41,3
345,519,30,2
347,902,13,2
348,83,5,2
349,219,17,2
350,493,14,3
351,715,25,1
352,188,31,3
353,149,16,3
354,288,18,3
355,556,16,1
356,312,28,3
357,92,30,2
358,841,25,2
